Date,Weekday,MealType,Paytm+Cash,Coupons,SemType,Holiday,MenuItem
2023-01-21,5,Dinner,26.0,28.0,False,False,
2023-01-22,6,BreakFast,14.0,21.0,False,False,
2023-01-22,6,Lunch,7.0,28.0,False,False,
2023-01-22,6,EveningSnacks,4.0,0.0,False,False,
2023-01-22,6,Dinner,2.0,45.0,False,False,
2023-01-23,0,BreakFast,38.0,29.0,False,False,
2023-01-23,0,Lunch,9.0,42.0,False,False,
2023-01-23,0,EveningSnacks,7.0,28.0,False,False,
2023-01-23,0,Dinner,73.0,47.0,False,False,
2023-01-24,1,BreakFast,56.0,31.0,False,False,
2023-01-24,1,Lunch,37.0,43.0,False,False,
2023-01-24,1,EveningSnacks,12.0,0.0,False,False,
2023-01-24,1,Dinner,41.0,24.0,False,False,
2023-01-25,2,BreakFast,41.0,34.0,False,False,
2023-01-25,2,Lunch,80.0,43.0,False,False,
2023-01-25,2,EveningSnacks,2.0,0.0,False,False,
2023-01-25,2,Dinner,125.0,54.0,False,False,
2023-01-26,3,BreakFast,22.0,27.0,False,False,
2023-01-26,3,Lunch,157.0,47.0,False,False,
2023-01-26,3,EveningSnacks,0.0,0.0,False,False,
2023-01-26,3,Dinner,44.0,34.0,False,False,
2023-01-27,4,BreakFast,35.0,25.0,False,False,
2023-01-27,4,Lunch,62.0,20.0,False,False,
2023-01-27,4,EveningSnacks,4.0,0.0,False,False,
2023-01-27,4,Dinner,35.0,0.0,False,False,
2023-01-28,5,BreakFast,55.0,28.0,False,False,
2023-01-28,5,Lunch,115.0,36.0,False,False,
2023-01-28,5,EveningSnacks,14.0,0.0,False,False,
2023-01-28,5,Dinner,43.0,9.0,False,False,
2023-01-29,6,BreakFast,26.0,33.0,False,False,
2023-01-29,6,Lunch,70.0,37.0,False,False,
2023-01-29,6,EveningSnacks,8.0,0.0,False,False,
2023-01-29,6,Dinner,153.0,53.0,False,False,
2023-01-30,0,BreakFast,39.0,31.0,False,False,
2023-01-30,0,Lunch,133.0,34.0,False,False,
2023-01-30,0,EveningSnacks,8.0,32.0,False,False,
2023-01-30,0,Dinner,130.0,42.0,False,False,
2023-01-31,1,BreakFast,52.0,36.0,False,False,
2023-01-31,1,Lunch,144.0,43.0,False,False,
2023-01-31,1,EveningSnacks,8.0,42.0,False,False,
2023-01-31,1,Dinner,53.0,26.0,False,False,
2023-02-01,2,BreakFast,40.0,44.0,False,False,
2023-02-01,2,Lunch,74.0,90.0,False,False,
2023-02-01,2,EveningSnacks,8.0,50.0,False,False,
2023-02-01,2,Dinner,188.0,158.0,False,False,
2023-02-02,3,BreakFast,35.0,93.0,False,False,
2023-02-02,3,Lunch,82.0,169.0,False,False,
2023-02-02,3,EveningSnacks,0.0,65.0,False,False,
2023-02-02,3,Dinner,32.0,154.0,False,False,
2023-02-03,4,BreakFast,22.0,114.0,False,False,
2023-02-03,4,Lunch,53.0,177.0,False,False,
2023-02-03,4,EveningSnacks,6.0,56.0,False,False,
2023-02-03,4,Dinner,30.0,162.0,False,False,
2023-02-04,5,BreakFast,9.0,92.0,False,False,
2023-02-04,5,Lunch,58.0,182.0,False,False,
2023-02-04,5,EveningSnacks,2.0,66.0,False,False,
2023-02-04,5,Dinner,15.0,100.0,False,False,
2023-02-05,6,BreakFast,5.0,74.0,False,False,
2023-02-05,6,Lunch,17.0,115.0,False,False,
2023-02-05,6,EveningSnacks,0.0,58.0,False,False,
2023-02-05,6,Dinner,49.0,185.0,False,False,
2023-02-06,0,BreakFast,15.0,125.0,False,False,
2023-02-06,0,Lunch,54.0,211.0,False,False,
2023-02-06,0,EveningSnacks,4.0,194.0,False,False,
2023-02-06,0,Dinner,35.0,197.0,False,False,
2023-02-07,1,BreakFast,15.0,160.0,False,False,
2023-02-07,1,Lunch,83.0,272.0,False,False,
2023-02-07,1,EveningSnacks,6.0,192.0,False,False,
2023-02-07,1,Dinner,21.0,173.0,False,False,
2023-02-08,2,BreakFast,13.0,162.0,False,False,
2023-02-08,2,Lunch,45.0,,False,False,
2023-02-08,2,EveningSnacks,2.0,140.0,False,False,
2023-02-08,2,Dinner,56.0,310.0,False,False,
2023-02-09,3,BreakFast,12.0,142.0,False,False,
2023-02-09,3,Lunch,57.0,226.0,False,False,
2023-02-09,3,EveningSnacks,3.0,175.0,False,False,
2023-02-09,3,Dinner,25.0,205.0,False,False,
2023-02-10,4,BreakFast,17.0,136.0,False,False,
2023-02-10,4,Lunch,33.0,170.0,False,False,
2023-02-10,4,EveningSnacks,3.0,108.0,False,False,
2023-02-10,4,Dinner,27.0,210.0,False,False,
2023-02-11,5,BreakFast,11.0,106.0,False,False,
2023-02-11,5,Lunch,60.0,224.0,False,False,
2023-02-11,5,EveningSnacks,5.0,82.0,False,False,
2023-02-11,5,Dinner,13.0,108.0,False,False,
2023-02-12,6,BreakFast,11.0,101.0,False,False,
2023-02-12,6,Lunch,18.0,106.0,False,False,
2023-02-12,6,EveningSnacks,2.0,70.0,False,False,
2023-02-12,6,Dinner,30.0,210.0,False,False,
2023-02-13,0,BreakFast,6.0,92.0,False,False,
2023-02-13,0,Lunch,48.0,223.0,False,False,
2023-02-13,0,EveningSnacks,3.0,209.0,False,False,
2023-02-13,0,Dinner,25.0,233.0,False,False,
2023-02-14,1,BreakFast,10.0,159.0,False,False,
2023-02-14,1,Lunch,57.0,254.0,False,False,
2023-02-14,1,EveningSnacks,3.0,151.0,False,False,
2023-02-14,1,Dinner,20.0,149.0,False,False,
2023-02-15,2,BreakFast,14.0,133.0,False,False,
2023-02-15,2,Lunch,38.0,212.0,False,False,
2023-02-15,2,EveningSnacks,2.0,,False,False,
2023-02-15,2,Dinner,46.0,263.0,False,False,
2023-02-16,3,BreakFast,7.0,151.0,False,False,
2023-02-16,3,Lunch,45.0,211.0,False,False,
2023-02-16,3,EveningSnacks,3.0,130.0,False,False,
2023-02-16,3,Dinner,14.0,187.0,False,False,
2023-02-17,4,BreakFast,12.0,135.0,False,False,
2023-02-17,4,Lunch,34.0,163.0,False,False,
2023-02-17,4,EveningSnacks,2.0,85.0,False,False,
2023-02-17,4,Dinner,19.0,145.0,False,False,
2023-02-18,5,BreakFast,20.0,90.0,False,False,
2023-02-18,5,Lunch,35.0,166.0,False,False,
2023-02-18,5,EveningSnacks,3.0,65.0,False,False,
2023-02-18,5,Dinner,11.0,67.0,False,False,
2023-02-19,6,BreakFast,8.0,67.0,False,False,
2023-02-19,6,Lunch,13.0,108.0,False,False,
2023-02-19,6,EveningSnacks,1.0,67.0,False,False,
2023-02-19,6,Dinner,29.0,190.0,False,False,
2023-02-20,0,BreakFast,9.0,122.0,False,False,
2023-02-20,0,Lunch,66.0,220.0,False,False,
2023-02-20,0,EveningSnacks,4.0,205.0,False,False,
2023-02-20,0,Dinner,32.0,224.0,False,False,
2023-02-21,1,BreakFast,19.0,152.0,False,False,
2023-02-21,1,Lunch,78.0,244.0,False,False,
2023-02-21,1,EveningSnacks,2.0,191.0,False,False,
2023-02-21,1,Dinner,27.0,143.0,False,False,
2023-02-22,2,BreakFast,20.0,160.0,False,False,
2023-02-22,2,Lunch,42.0,200.0,False,False,
2023-02-22,2,EveningSnacks,2.0,139.0,False,False,
2023-02-22,2,Dinner,6.0,282.0,False,False,
2023-02-23,3,BreakFast,20.0,133.0,False,False,
2023-02-23,3,Lunch,75.0,200.0,False,False,
2023-02-23,3,EveningSnacks,3.0,143.0,False,False,
2023-02-23,3,Dinner,33.0,159.0,False,False,
2023-02-24,4,BreakFast,27.0,110.0,False,False,
2023-02-24,4,Lunch,34.0,156.0,False,False,
2023-02-24,4,EveningSnacks,3.0,132.0,False,False,
2023-02-24,4,Dinner,43.0,205.0,False,False,
2023-02-25,5,BreakFast,20.0,126.0,False,False,
2023-02-25,5,Lunch,83.0,243.0,False,False,
2023-02-25,5,EveningSnacks,3.0,123.0,False,False,
2023-02-25,5,Dinner,18.0,154.0,False,False,
2023-02-26,6,BreakFast,14.0,123.0,False,False,
2023-02-26,6,Lunch,28.0,140.0,False,False,
2023-02-26,6,EveningSnacks,3.0,110.0,False,False,
2023-02-26,6,Dinner,71.0,221.0,False,False,
2023-02-27,0,BreakFast,19.0,137.0,False,False,
2023-02-27,0,Lunch,83.0,170.0,False,False,
2023-02-27,0,EveningSnacks,4.0,207.0,False,False,
2023-02-27,0,Dinner,35.0,157.0,False,False,
2023-02-28,1,BreakFast,23.0,103.0,False,False,
2023-02-28,1,Lunch,89.0,177.0,False,False,
2023-02-28,1,EveningSnacks,4.0,175.0,False,False,
2023-02-28,1,Dinner,36.0,118.0,False,False,
2023-03-01,2,BreakFast,64.0,50.0,False,False,
2023-03-01,2,Lunch,61.0,123.0,False,False,
2023-03-01,2,EveningSnacks,4.0,62.0,False,False,
2023-03-01,2,Dinner,122.0,162.0,False,False,
2023-03-02,3,BreakFast,31.0,94.0,False,False,
2023-03-02,3,Lunch,61.0,157.0,False,False,
2023-03-02,3,EveningSnacks,5.0,102.0,False,False,
2023-03-02,3,Dinner,36.0,156.0,False,False,
2023-03-03,4,BreakFast,18.0,127.0,False,False,
2023-03-03,4,Lunch,43.0,137.0,False,False,
2023-03-03,4,EveningSnacks,2.0,81.0,False,False,
2023-03-03,4,Dinner,38.0,158.0,False,False,
2023-03-04,5,BreakFast,7.0,87.0,False,False,
2023-03-04,5,Lunch,54.0,198.0,False,False,
2023-03-04,5,EveningSnacks,4.0,58.0,False,False,
2023-03-04,5,Dinner,8.0,90.0,False,False,
2023-03-05,6,BreakFast,17.0,87.0,False,False,
2023-03-05,6,Lunch,16.0,83.0,False,False,
2023-03-05,6,EveningSnacks,0.0,38.0,False,False,
2023-03-05,6,Dinner,20.0,119.0,False,False,
2023-03-06,0,BreakFast,7.0,66.0,False,False,
2023-03-06,0,Lunch,35.0,,False,False,
2023-03-06,0,EveningSnacks,1.0,67.0,False,False,
2023-03-06,0,Dinner,14.0,76.0,False,False,
2023-03-07,1,BreakFast,13.0,49.0,False,False,
2023-03-07,1,Lunch,55.0,112.0,False,False,
2023-03-07,1,EveningSnacks,,,False,False,
2023-03-07,1,Dinner,2.0,38.0,False,False,
2023-03-08,2,BreakFast,20.0,38.0,False,False,
2023-03-08,2,Lunch,5.0,61.0,False,False,
2023-03-08,2,EveningSnacks,,,False,False,
2023-03-08,2,Dinner,20.0,78.0,False,False,
2023-03-09,3,BreakFast,9.0,46.0,False,False,
2023-03-09,3,Lunch,27.0,73.0,False,False,
2023-03-09,3,EveningSnacks,6.0,59.0,False,False,
2023-03-09,3,Dinner,12.0,59.0,False,False,
2023-03-10,4,BreakFast,14.0,54.0,False,False,
2023-03-10,4,Lunch,34.0,66.0,False,False,
2023-03-10,4,EveningSnacks,,,False,False,
2023-03-10,4,Dinner,17.0,87.0,False,False,
2023-03-11,5,BreakFast,14.0,66.0,False,False,
2023-03-11,5,Lunch,28.0,92.0,False,False,
2023-03-11,5,EveningSnacks,2.0,31.0,False,False,
2023-03-11,5,Dinner,8.0,65.0,False,False,
2023-03-12,6,BreakFast,9.0,69.0,False,False,
2023-03-12,6,Lunch,9.0,89.0,False,False,
2023-03-12,6,EveningSnacks,1.0,49.0,False,False,
2023-03-12,6,Dinner,38.0,181.0,False,False,
2023-03-13,0,BreakFast,30.0,118.0,False,False,
2023-03-13,0,Lunch,85.0,231.0,False,False,
2023-03-13,0,EveningSnacks,4.0,184.0,False,False,
2023-03-13,0,Dinner,31.0,202.0,False,False,
2023-03-14,1,BreakFast,47.0,155.0,False,False,
2023-03-14,1,Lunch,91.0,272.0,False,False,
2023-03-14,1,EveningSnacks,2.0,137.0,False,False,
2023-03-14,1,Dinner,19.0,173.0,False,False,
2023-03-15,2,BreakFast,26.0,162.0,False,False,
2023-03-15,2,Lunch,66.0,233.0,False,False,
2023-03-15,2,EveningSnacks,3.0,125.0,False,False,
2023-03-15,2,Dinner,59.0,291.0,False,False,
2023-03-16,3,BreakFast,14.0,136.0,False,False,
2023-03-16,3,Lunch,82.0,250.0,False,False,
2023-03-16,3,EveningSnacks,5.0,115.0,False,False,
2023-03-16,3,Dinner,20.0,194.0,False,False,
2023-03-17,4,BreakFast,22.0,155.0,False,False,
2023-03-17,4,Lunch,62.0,179.0,False,False,
2023-03-17,4,EveningSnacks,4.0,100.0,False,False,
2023-03-17,4,Dinner,16.0,169.0,False,False,
2023-03-18,5,BreakFast,17.0,106.0,False,False,
2023-03-18,5,Lunch,59.0,207.0,False,False,
2023-03-18,5,EveningSnacks,1.0,66.0,False,False,
2023-03-18,5,Dinner,12.0,85.0,False,False,
2023-03-19,6,BreakFast,11.0,83.0,False,False,
2023-03-19,6,Lunch,20.0,133.0,False,False,
2023-03-19,6,EveningSnacks,0.0,65.0,False,False,
2023-03-19,6,Dinner,56.0,215.0,False,False,
2023-03-20,0,BreakFast,16.0,138.0,False,False,
2023-03-20,0,Lunch,70.0,213.0,False,False,
2023-03-20,0,EveningSnacks,3.0,199.0,False,False,
2023-03-20,0,Dinner,21.0,191.0,False,False,
2023-03-21,1,BreakFast,13.0,144.0,False,False,
2023-03-21,1,Lunch,91.0,256.0,False,False,
2023-03-21,1,EveningSnacks,5.0,140.0,False,False,
2023-03-21,1,Dinner,19.0,168.0,False,False,
2023-03-22,2,BreakFast,23.0,174.0,False,False,
2023-03-22,2,Lunch,66.0,207.0,False,False,
2023-03-22,2,EveningSnacks,5.0,130.0,False,False,
2023-03-22,2,Dinner,60.0,267.0,False,False,
2023-03-23,3,BreakFast,18.0,135.0,False,False,
2023-03-23,3,Lunch,94.0,218.0,False,False,
2023-03-23,3,EveningSnacks,3.0,138.0,False,False,
2023-03-23,3,Dinner,54.0,161.0,False,False,
2023-03-24,4,BreakFast,16.0,128.0,False,False,
2023-03-24,4,Lunch,62.0,151.0,False,False,
2023-03-24,4,EveningSnacks,0.0,74.0,False,False,
2023-03-24,4,Dinner,30.0,153.0,False,False,
2023-03-25,5,BreakFast,16.0,100.0,False,False,
2023-03-25,5,Lunch,57.0,188.0,False,False,
2023-03-25,5,EveningSnacks,2.0,88.0,False,False,
2023-03-25,5,Dinner,15.0,53.0,False,False,
2023-03-26,6,BreakFast,13.0,94.0,False,False,
2023-03-26,6,Lunch,23.0,107.0,False,False,
2023-03-26,6,EveningSnacks,0.0,71.0,False,False,
2023-03-26,6,Dinner,44.0,194.0,False,False,
2023-03-27,0,BreakFast,18.0,110.0,False,False,
2023-03-27,0,Lunch,79.0,190.0,False,False,
2023-03-27,0,EveningSnacks,2.0,147.0,False,False,
2023-03-27,0,Dinner,26.0,199.0,False,False,
2023-03-28,1,BreakFast,18.0,128.0,False,False,
2023-03-28,1,Lunch,89.0,234.0,False,False,
2023-03-28,1,EveningSnacks,3.0,148.0,False,False,
2023-03-28,1,Dinner,28.0,129.0,False,False,
2023-03-29,2,BreakFast,25.0,136.0,False,False,
2023-03-29,2,Lunch,52.0,186.0,False,False,
2023-03-29,2,EveningSnacks,3.0,126.0,False,False,
2023-03-29,2,Dinner,86.0,254.0,False,False,
2023-03-30,3,BreakFast,33.0,118.0,False,False,
2023-03-30,3,Lunch,70.0,183.0,False,False,
2023-03-30,3,EveningSnacks,6.0,109.0,False,False,
2023-03-30,3,Dinner,37.0,146.0,False,False,
2023-03-31,4,BreakFast,25.0,111.0,False,False,
2023-03-31,4,Lunch,54.0,113.0,False,False,
2023-03-31,4,EveningSnacks,2.0,79.0,False,False,
2023-03-31,4,Dinner,80.0,115.0,False,False,
2023-04-01,5,BreakFast,24.0,52.0,False,False,
2023-04-01,5,Lunch,70.0,105.0,False,False,
2023-04-01,5,EveningSnacks,6.0,47.0,False,False,
2023-04-01,5,Dinner,17.0,59.0,False,False,
2023-04-02,6,BreakFast,13.0,63.0,False,False,
2023-04-02,6,Lunch,16.0,103.0,False,False,
2023-04-02,6,EveningSnacks,1.0,56.0,False,False,
2023-04-02,6,Dinner,52.0,170.0,False,False,
2023-04-03,0,BreakFast,21.0,105.0,False,False,
2023-04-03,0,Lunch,82.0,175.0,False,False,
2023-04-03,0,EveningSnacks,7.0,117.0,False,False,
2023-04-03,0,Dinner,27.0,138.0,False,False,
2023-04-04,1,BreakFast,19.0,100.0,False,False,
2023-04-04,1,Lunch,56.0,197.0,False,False,
2023-04-04,1,EveningSnacks,0.0,91.0,False,False,
2023-04-04,1,Dinner,33.0,109.0,False,False,
2023-04-05,2,BreakFast,26.0,142.0,False,False,
2023-04-05,2,Lunch,53.0,183.0,False,False,
2023-04-05,2,EveningSnacks,3.0,86.0,False,False,
2023-04-05,2,Dinner,64.0,258.0,False,False,
2023-04-06,3,BreakFast,15.0,136.0,False,False,
2023-04-06,3,Lunch,59.0,187.0,False,False,
2023-04-06,3,EveningSnacks,5.0,155.0,False,False,
2023-04-06,3,Dinner,17.0,123.0,False,False,
2023-04-07,4,BreakFast,9.0,92.0,False,False,
2023-04-07,4,Lunch,26.0,150.0,False,False,
2023-04-07,4,EveningSnacks,1.0,61.0,False,False,
2023-04-07,4,Dinner,16.0,146.0,False,False,
2023-04-08,5,BreakFast,12.0,87.0,False,False,
2023-04-08,5,Lunch,30.0,159.0,False,False,
2023-04-08,5,EveningSnacks,1.0,60.0,False,False,
2023-04-08,5,Dinner,11.0,92.0,False,False,
2023-04-09,6,BreakFast,6.0,82.0,False,False,
2023-04-09,6,Lunch,19.0,123.0,False,False,
2023-04-09,6,EveningSnacks,3.0,133.0,False,False,
2023-04-09,6,Dinner,55.0,200.0,False,False,
2023-04-10,0,BreakFast,23.0,130.0,False,False,
2023-04-10,0,Lunch,61.0,227.0,False,False,
2023-04-10,0,EveningSnacks,6.0,130.0,False,False,
2023-04-10,0,Dinner,23.0,184.0,False,False,
2023-04-11,1,BreakFast,19.0,155.0,False,False,
2023-04-11,1,Lunch,19.0,243.0,False,False,
2023-04-11,1,EveningSnacks,2.0,180.0,False,False,
2023-04-11,1,Dinner,27.0,146.0,False,False,
2023-04-12,2,BreakFast,27.0,163.0,False,False,
2023-04-12,2,Lunch,47.0,178.0,False,False,
2023-04-12,2,EveningSnacks,5.0,119.0,False,False,
2023-04-12,2,Dinner,58.0,281.0,False,False,
2023-04-13,3,BreakFast,21.0,126.0,False,False,
2023-04-13,3,Lunch,44.0,208.0,False,False,
2023-04-13,3,EveningSnacks,1.0,176.0,False,False,
2023-04-13,3,Dinner,25.0,172.0,False,False,
2023-04-14,4,BreakFast,27.0,128.0,False,False,
2023-04-14,4,Lunch,44.0,157.0,False,False,
2023-04-14,4,EveningSnacks,0.0,70.0,False,False,
2023-04-14,4,Dinner,27.0,209.0,False,False,
2023-04-15,5,BreakFast,16.0,128.0,False,False,
2023-04-15,5,Lunch,66.0,244.0,False,False,
2023-04-15,5,EveningSnacks,1.0,104.0,False,False,
2023-04-15,5,Dinner,18.0,111.0,False,False,
2023-04-16,6,BreakFast,16.0,118.0,False,False,
2023-04-16,6,Lunch,25.0,163.0,False,False,
2023-04-16,6,EveningSnacks,7.0,169.0,False,False,
2023-04-16,6,Dinner,44.0,243.0,False,False,
2023-04-17,0,BreakFast,25.0,125.0,False,False,
2023-04-17,0,Lunch,69.0,243.0,False,False,
2023-04-17,0,EveningSnacks,3.0,135.0,False,False,
2023-04-17,0,Dinner,27.0,157.0,False,False,
2023-04-18,1,BreakFast,21.0,141.0,False,False,
2023-04-18,1,Lunch,70.0,247.0,False,False,
2023-04-18,1,EveningSnacks,4.0,164.0,False,False,
2023-04-18,1,Dinner,19.0,152.0,False,False,
2023-04-19,2,BreakFast,27.0,139.0,False,False,
2023-04-19,2,Lunch,51.0,162.0,False,False,
2023-04-19,2,EveningSnacks,2.0,85.0,False,False,
2023-04-19,2,Dinner,51.0,270.0,False,False,
2023-04-20,3,BreakFast,20.0,124.0,False,False,
2023-04-20,3,Lunch,75.0,190.0,False,False,
2023-04-20,3,EveningSnacks,2.0,146.0,False,False,
2023-04-20,3,Dinner,25.0,120.0,False,False,
2023-04-21,4,BreakFast,19.0,99.0,False,False,
2023-04-21,4,Lunch,58.0,143.0,False,False,
2023-04-21,4,EveningSnacks,2.0,44.0,False,False,
2023-04-21,4,Dinner,24.0,144.0,False,False,
2023-04-22,5,BreakFast,13.0,94.0,False,False,
2023-04-22,5,Lunch,40.0,178.0,False,False,
2023-04-22,5,EveningSnacks,,,False,False,
2023-04-22,5,Dinner,12.0,77.0,False,False,
2023-04-23,6,BreakFast,13.0,74.0,False,False,
2023-04-23,6,Lunch,28.0,133.0,False,False,
2023-04-23,6,EveningSnacks,0.0,88.0,False,False,
2023-04-23,6,Dinner,42.0,197.0,False,False,
2023-04-24,0,BreakFast,29.0,113.0,False,False,
2023-04-24,0,Lunch,84.0,181.0,False,False,
2023-04-24,0,EveningSnacks,0.0,107.0,False,False,
2023-04-24,0,Dinner,35.0,150.0,False,False,
2023-04-25,1,BreakFast,29.0,127.0,False,False,
2023-04-25,1,Lunch,80.0,201.0,False,False,
2023-04-25,1,EveningSnacks,6.0,140.0,False,False,
2023-04-25,1,Dinner,28.0,106.0,False,False,
2023-04-26,2,BreakFast,37.0,130.0,False,False,
2023-04-26,2,Lunch,76.0,137.0,False,False,
2023-04-26,2,EveningSnacks,4.0,101.0,False,False,
2023-04-26,2,Dinner,72.0,254.0,False,False,
2023-04-27,3,BreakFast,27.0,117.0,False,False,
2023-04-27,3,Lunch,82.0,154.0,False,False,
2023-04-27,3,EveningSnacks,2.0,180.0,False,False,
2023-04-27,3,Dinner,37.0,133.0,False,False,
2023-04-28,4,BreakFast,34.0,106.0,False,False,
2023-04-28,4,Lunch,82.0,111.0,False,False,
2023-04-28,4,EveningSnacks,2.0,,False,False,
2023-04-28,4,Dinner,40.0,160.0,False,False,
2023-04-29,5,BreakFast,22.0,111.0,False,False,
2023-04-29,5,Lunch,101.0,185.0,False,False,
2023-04-29,5,EveningSnacks,5.0,80.0,False,False,
2023-04-29,5,Dinner,27.0,71.0,False,False,
2023-04-30,6,BreakFast,15.0,67.0,False,False,
2023-04-30,6,Lunch,60.0,114.0,False,False,
2023-04-30,6,EveningSnacks,1.0,105.0,False,False,
2023-04-30,6,Dinner,67.0,213.0,False,False,
2023-05-01,0,BreakFast,70.0,32.0,False,False,
2023-05-01,0,Lunch,146.0,56.0,False,False,
2023-05-01,0,EveningSnacks,5.0,42.0,False,False,
2023-05-01,0,Dinner,70.0,59.0,False,False,
2023-05-02,1,BreakFast,55.0,46.0,False,False,
2023-05-02,1,Lunch,187.0,98.0,False,False,
2023-05-02,1,EveningSnacks,3.0,66.0,False,False,
2023-05-02,1,Dinner,29.0,56.0,False,False,
2023-05-03,2,BreakFast,60.0,56.0,False,False,
2023-05-03,2,Lunch,94.0,87.0,False,False,
2023-05-03,2,EveningSnacks,8.0,35.0,False,False,
2023-05-03,2,Dinner,155.0,124.0,False,False,
2023-05-04,3,BreakFast,44.0,54.0,False,False,
2023-05-04,3,Lunch,117.0,86.0,False,False,
2023-05-04,3,EveningSnacks,8.0,69.0,False,False,
2023-05-04,3,Dinner,45.0,55.0,False,False,
2023-05-05,4,BreakFast,70.0,,False,False,
2023-05-05,4,Lunch,84.0,54.0,False,False,
2023-05-05,4,EveningSnacks,5.0,38.0,False,False,
2023-05-05,4,Dinner,63.0,71.0,False,False,
2023-05-06,5,BreakFast,43.0,45.0,False,False,
2023-05-06,5,Lunch,169.0,84.0,False,False,
2023-05-06,5,EveningSnacks,4.0,35.0,False,False,
2023-05-06,5,Dinner,38.0,52.0,False,False,
2023-05-07,6,BreakFast,40.0,50.0,False,False,
2023-05-07,6,Lunch,65.0,69.0,False,False,
2023-05-07,6,EveningSnacks,7.0,39.0,False,False,
2023-05-07,6,Dinner,128.0,94.0,False,False,
2023-05-08,0,BreakFast,46.0,71.0,False,False,
2023-05-08,0,Lunch,156.0,96.0,False,False,
2023-05-08,0,EveningSnacks,5.0,42.0,False,False,
2023-05-08,0,Dinner,54.0,66.0,False,False,
2023-05-09,1,BreakFast,36.0,70.0,False,False,
2023-05-09,1,Lunch,148.0,99.0,False,False,
2023-05-09,1,EveningSnacks,11.0,69.0,False,False,
2023-05-09,1,Dinner,34.0,55.0,False,False,
